"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price ","Total Traded Quantity","Turnover ₹","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty  "
"HINDUNILVR","EQ","07-Mar-2025","2,218.95","2,226.70","2,226.70","2,189.20","2,207.95","2,204.55","2,202.48","17,38,356","3,82,86,88,639.30","56,239","11,86,577","68.26"
"HINDUNILVR","EQ","10-Mar-2025","2,204.55","2,208.00","2,267.15","2,194.65","2,246.50","2,247.75","2,249.51","12,42,387","2,79,47,66,542.60","1,00,482","6,11,635","49.23"
"HINDUNILVR","EQ","11-Mar-2025","2,247.75","2,240.00","2,262.45","2,211.25","2,220.00","2,216.95","2,237.31","13,25,891","2,96,64,34,804.40","94,027","7,28,354","54.93"
"HINDUNILVR","EQ","12-Mar-2025","2,216.95","2,217.35","2,229.95","2,185.00","2,194.65","2,192.90","2,209.60","15,26,212","3,37,23,15,447.70","73,258","9,72,196","63.70"
"HINDUNILVR","EQ","13-Mar-2025","2,192.90","2,185.00","2,209.95","2,164.45","2,177.00","2,174.80","2,185.53","18,45,629","4,03,36,79,411.75","97,573","11,33,443","61.41"
"HINDUNILVR","EQ","17-Mar-2025","2,174.80","2,161.00","2,195.45","2,156.50","2,172.50","2,171.25","2,169.26","11,11,886","2,41,19,64,953.40","77,099","6,90,807","62.13"
"HINDUNILVR","EQ","18-Mar-2025","2,171.25","2,189.65","2,215.00","2,175.00","2,204.90","2,201.40","2,200.91","14,75,585","3,24,76,33,509.10","74,920","9,46,324","64.13"
"HINDUNILVR","EQ","19-Mar-2025","2,201.40","2,207.00","2,212.85","2,193.45","2,198.95","2,200.05","2,200.94","13,41,405","2,95,23,52,215.35","68,294","8,97,346","66.90"
"HINDUNILVR","EQ","20-Mar-2025","2,200.05","2,203.90","2,248.90","2,188.45","2,239.45","2,242.40","2,231.62","14,26,689","3,18,38,21,438.55","75,743","9,28,698","65.09"
"HINDUNILVR","EQ","21-Mar-2025","2,242.40","2,245.00","2,255.20","2,225.80","2,247.50","2,246.20","2,244.27","21,52,415","4,83,06,00,492.90","89,511","13,77,514","64.00"
"HINDUNILVR","EQ","24-Mar-2025","2,246.20","2,250.25","2,266.00","2,241.00","2,265.15","2,256.20","2,251.01","14,54,404","3,27,38,76,899.10","66,657","10,29,572","70.79"
"HINDUNILVR","EQ","25-Mar-2025","2,256.20","2,250.75","2,292.00","2,243.35","2,264.70","2,271.30","2,271.30","22,29,340","5,06,35,05,026.45","1,13,061","12,31,349","55.23"
"HINDUNILVR","EQ","26-Mar-2025","2,271.30","2,272.00","2,279.90","2,237.80","2,246.30","2,245.95","2,258.68","14,16,907","3,20,03,33,405.75","96,908","8,65,143","61.06"
"HINDUNILVR","EQ","27-Mar-2025","2,245.95","2,244.20","2,260.90","2,200.00","2,243.85","2,244.65","2,245.33","37,52,627","8,42,58,74,289.35","1,05,998","29,86,488","79.58"
"HINDUNILVR","EQ","28-Mar-2025","2,244.65","2,247.00","2,296.00","2,240.30","2,257.85","2,258.85","2,269.13","22,80,152","5,17,39,64,115.85","98,348","14,83,685","65.07"
