"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price ","Total Traded Quantity","Turnover ₹","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"JSWSTEEL","EQ","07-Mar-2025","1,011.10","1,011.00","1,020.40","1,005.55","1,008.35","1,011.15","1,013.39","7,59,943","77,01,17,390.35","34,104","3,29,272","43.33"
"JSWSTEEL","EQ","10-Mar-2025","1,011.15","1,011.15","1,032.75","1,010.25","1,010.50","1,013.50","1,021.92","18,55,010","1,89,56,77,051.40","78,484","8,05,707","43.43"
"JSWSTEEL","EQ","11-Mar-2025","1,013.50","1,003.85","1,021.00","1,001.45","1,018.75","1,018.65","1,014.69","15,95,868","1,61,93,10,147.50","48,226","9,58,719","60.08"
"JSWSTEEL","EQ","12-Mar-2025","1,018.65","1,024.70","1,024.95","994.10","1,011.20","1,010.40","1,004.44","12,63,600","1,26,92,10,920.50","51,899","5,56,980","44.08"
"JSWSTEEL","EQ","13-Mar-2025","1,010.40","1,014.90","1,016.45","998.80","1,000.00","1,001.20","1,007.40","12,18,174","1,22,71,88,065.95","42,011","6,43,395","52.82"
"JSWSTEEL","EQ","17-Mar-2025","1,001.20","1,007.55","1,015.45","1,000.15","1,006.75","1,005.70","1,005.29","15,22,656","1,53,07,08,807.55","38,457","9,79,731","64.34"
"JSWSTEEL","EQ","18-Mar-2025","1,005.70","1,014.90","1,020.65","1,002.55","1,016.50","1,018.05","1,015.70","10,69,485","1,08,62,72,935.20","36,870","3,76,350","35.19"
"JSWSTEEL","EQ","19-Mar-2025","1,018.05","1,036.00","1,047.00","1,024.00","1,031.00","1,033.35","1,033.23","26,52,155","2,74,02,88,646.25","68,485","10,42,596","39.31"
"JSWSTEEL","EQ","20-Mar-2025","1,033.35","1,038.00","1,052.80","1,027.20","1,049.10","1,050.25","1,045.45","23,01,795","2,40,64,04,178.45","54,201","14,91,118","64.78"
"JSWSTEEL","EQ","21-Mar-2025","1,050.25","1,052.00","1,062.55","1,047.70","1,060.45","1,058.70","1,057.60","26,30,144","2,78,16,47,853.05","46,711","19,39,733","73.75"
"JSWSTEEL","EQ","24-Mar-2025","1,058.70","1,063.00","1,072.00","1,056.50","1,061.55","1,061.35","1,063.46","22,67,252","2,41,11,32,321.35","59,391","13,92,205","61.40"
"JSWSTEEL","EQ","25-Mar-2025","1,061.35","1,061.35","1,074.90","1,052.00","1,059.80","1,061.70","1,063.50","15,71,677","1,67,14,82,045.35","65,543","7,48,356","47.62"
"JSWSTEEL","EQ","26-Mar-2025","1,061.70","1,068.05","1,068.05","1,052.20","1,053.00","1,056.45","1,057.82","12,54,060","1,32,65,67,804.30","48,933","6,78,683","54.12"
"JSWSTEEL","EQ","27-Mar-2025","1,056.45","1,051.95","1,069.00","1,050.00","1,060.95","1,059.75","1,061.11","25,14,499","2,66,81,71,755.05","80,255","15,94,588","63.42"
"JSWSTEEL","EQ","28-Mar-2025","1,059.75","1,059.75","1,068.20","1,053.95","1,060.00","1,063.20","1,062.40","16,74,204","1,77,86,82,301.50","44,713","11,82,628","70.64"
"JSWSTEEL","EQ","01-Apr-2025","1,063.20","1,063.00","1,070.45","1,053.35","1,060.00","1,056.25","1,059.56","17,76,263","1,88,20,58,519.90","53,366","11,83,938","66.65"
"JSWSTEEL","EQ","02-Apr-2025","1,056.25","1,058.10","1,066.35","1,046.25","1,055.40","1,055.90","1,054.26","8,78,958","92,66,50,012.25","39,851","5,56,267","63.29"
"JSWSTEEL","EQ","03-Apr-2025","1,055.90","1,045.00","1,055.80","1,041.55","1,043.05","1,044.05","1,047.93","16,07,693","1,68,47,43,161.55","44,735","10,91,693","67.90"
"JSWSTEEL","EQ","04-Apr-2025","1,044.05","1,032.30","1,038.95","997.85","1,008.35","1,005.75","1,009.02","38,18,643","3,85,31,01,814.75","79,057","25,43,722","66.61"
"JSWSTEEL","EQ","07-Apr-2025","1,005.75","906.00","959.00","905.20","930.00","930.30","931.27","45,81,682","4,26,67,68,990.80","1,50,647","21,30,179","46.49"
"JSWSTEEL","EQ","08-Apr-2025","930.30","949.35","970.45","933.80","956.20","954.60","952.02","17,17,533","1,63,51,33,684.05","56,746","6,42,246","37.39"
"JSWSTEEL","EQ","09-Apr-2025","954.60","945.15","953.40","938.05","950.00","945.55","944.90","17,73,658","1,67,59,28,844.20","70,593","9,05,400","51.05"
"JSWSTEEL","EQ","11-Apr-2025","945.55","972.45","997.00","968.35","992.70","990.25","987.51","36,41,633","3,59,61,65,854.35","80,864","18,04,729","49.56"
"JSWSTEEL","EQ","15-Apr-2025","990.25","1,010.00","1,015.70","1,002.20","1,010.30","1,008.00","1,007.34","12,87,903","1,29,73,59,568.90","42,894","7,37,297","57.25"
"JSWSTEEL","EQ","16-Apr-2025","1,008.00","1,003.00","1,015.10","992.10","1,010.10","1,009.40","1,001.64","12,81,034","1,28,31,37,112.70","45,113","4,86,153","37.95"
"JSWSTEEL","EQ","17-Apr-2025","1,009.40","996.00","1,008.60","987.10","1,008.00","1,007.20","999.96","20,74,019","2,07,39,26,043.30","78,573","8,56,698","41.31"
"JSWSTEEL","EQ","21-Apr-2025","1,007.20","1,001.00","1,043.80","1,000.50","1,037.50","1,034.00","1,029.04","13,45,056","1,38,41,19,645.70","52,209","4,71,217","35.03"
"JSWSTEEL","EQ","22-Apr-2025","1,034.00","1,060.00","1,060.40","1,037.00","1,044.90","1,044.20","1,045.03","21,53,582","2,25,05,65,564.70","58,416","5,07,578","23.57"
"JSWSTEEL","EQ","23-Apr-2025","1,044.20","1,051.00","1,053.90","1,028.50","1,035.70","1,039.20","1,038.21","8,93,969","92,81,29,223.70","38,951","3,59,927","40.26"
"JSWSTEEL","EQ","24-Apr-2025","1,039.20","1,035.50","1,047.50","1,029.50","1,044.00","1,044.50","1,039.73","12,42,921","1,29,23,02,726.30","41,258","6,47,821","52.12"
"JSWSTEEL","EQ","25-Apr-2025","1,044.50","1,050.00","1,056.90","1,017.60","1,021.40","1,028.40","1,029.13","27,84,217","2,86,53,15,600.20","65,390","14,25,693","51.21"
"JSWSTEEL","EQ","28-Apr-2025","1,028.40","1,021.40","1,058.90","1,019.20","1,058.30","1,054.40","1,050.27","14,85,915","1,56,06,06,924.20","52,873","7,30,864","49.19"
"JSWSTEEL","EQ","29-Apr-2025","1,054.40","1,055.00","1,061.60","1,034.10","1,035.80","1,035.60","1,046.73","12,06,750","1,26,31,35,945.10","46,723","4,82,157","39.96"
"JSWSTEEL","EQ","30-Apr-2025","1,035.60","1,030.00","1,042.30","1,021.00","1,025.10","1,029.80","1,031.03","17,55,328","1,80,98,02,545.80","50,434","10,77,832","61.40"
"JSWSTEEL","EQ","02-May-2025","1,029.80","1,021.20","1,037.00","948.30","970.00","973.20","976.70","79,15,918","7,73,15,06,220.60","1,58,550","30,15,274","38.09"
"JSWSTEEL","EQ","05-May-2025","973.20","959.80","972.40","952.70","955.20","955.50","962.49","16,46,426","1,58,46,66,059.80","47,398","5,81,393","35.31"
"JSWSTEEL","EQ","06-May-2025","955.50","960.00","971.90","955.00","963.00","967.50","964.58","14,62,046","1,41,02,56,590.10","40,539","4,29,170","29.35"
"JSWSTEEL","EQ","07-May-2025","967.50","957.90","975.00","957.90","966.00","966.10","968.73","10,14,461","98,27,39,537.50","34,689","4,38,823","43.26"
"JSWSTEEL","EQ","08-May-2025","966.10","962.50","969.50","949.00","949.80","953.20","956.74","16,46,385","1,57,51,62,665.10","52,592","9,21,846","55.99"
"JSWSTEEL","EQ","09-May-2025","953.20","935.00","959.00","935.00","953.70","957.00","954.21","14,81,537","1,41,36,98,992.90","47,389","9,17,803","61.95"
"JSWSTEEL","EQ","12-May-2025","957.00","973.00","1,007.70","969.70","1,004.30","1,005.20","992.76","13,35,817","1,32,61,44,079.90","40,280","5,66,338","42.40"
