"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price ","Total Traded Quantity","Turnover ₹","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty  "
"INDUSINDBK","EQ","07-Mar-2025","971.70","971.00","976.60","932.30","935.00","936.75","943.85","77,37,031","7,30,25,99,516.60","1,71,823","33,99,512","43.94"
"INDUSINDBK","EQ","10-Mar-2025","936.75","895.00","913.35","881.10","901.95","900.50","902.36","1,60,14,401","14,45,07,83,982.15","2,90,034","68,85,799","43.00"
"INDUSINDBK","EQ","11-Mar-2025","900.50","810.45","810.45","649.00","656.80","655.95","691.22","10,10,75,220","69,86,55,98,876.35","10,87,296","3,19,16,680","31.58"
"INDUSINDBK","EQ","12-Mar-2025","655.95","630.00","697.65","606.00","685.00","684.70","672.37","10,86,82,122","73,07,50,15,124.75","11,12,705","1,42,82,748","13.14"
"INDUSINDBK","EQ","13-Mar-2025","684.70","690.00","706.90","667.65","672.65","672.35","683.33","3,15,92,987","21,58,82,98,932.65","3,72,332","63,30,706","20.04"
"INDUSINDBK","EQ","17-Mar-2025","672.35","705.00","709.90","675.00","676.15","677.40","693.49","2,23,53,235","15,50,16,90,840.15","3,13,919","62,83,151","28.11"
"INDUSINDBK","EQ","18-Mar-2025","677.40","685.95","686.80","670.60","681.05","681.45","678.58","1,21,17,539","8,22,27,75,402.80","1,85,319","45,29,196","37.38"
"INDUSINDBK","EQ","19-Mar-2025","681.45","685.00","700.80","682.55","691.95","692.70","692.79","1,11,20,576","7,70,41,74,424.30","1,58,495","60,56,508","54.46"
"INDUSINDBK","EQ","20-Mar-2025","692.70","697.50","701.00","681.00","685.00","684.10","688.93","89,18,567","6,14,43,02,159.75","1,29,789","56,50,386","63.36"
"INDUSINDBK","EQ","21-Mar-2025","684.10","685.00","693.85","672.30","689.00","686.90","683.08","1,42,65,415","9,74,44,14,635.40","1,41,666","86,62,268","60.72"
"INDUSINDBK","EQ","24-Mar-2025","686.90","692.00","693.75","665.15","667.75","669.45","673.43","1,46,49,992","9,86,56,94,194.05","2,63,606","92,70,544","63.28"
"INDUSINDBK","EQ","25-Mar-2025","669.45","670.20","672.85","633.60","635.15","637.05","644.59","1,86,15,476","11,99,94,33,475.10","3,99,250","91,13,757","48.96"
"INDUSINDBK","EQ","26-Mar-2025","637.05","637.40","662.50","637.40","658.30","655.30","655.54","2,35,06,399","15,40,94,07,647.00","2,69,471","1,03,57,104","44.06"
"INDUSINDBK","EQ","27-Mar-2025","655.30","655.30","676.75","640.50","673.50","673.55","661.34","2,15,89,495","14,27,79,38,828.25","2,33,736","1,09,32,997","50.64"
"INDUSINDBK","EQ","28-Mar-2025","673.55","672.00","673.95","643.50","649.05","649.85","656.57","88,07,815","5,78,29,24,990.70","1,70,300","34,92,637","39.65"
"INDUSINDBK","EQ","01-Apr-2025","649.85","649.00","689.80","646.85","682.70","682.70","679.29","1,40,19,630","9,52,33,80,905.65","2,40,365","40,19,255","28.67"
"INDUSINDBK","EQ","02-Apr-2025","682.70","682.70","708.40","675.00","703.00","702.45","694.29","1,49,93,840","10,41,00,31,172.05","1,70,583","76,74,936","51.19"
"INDUSINDBK","EQ","03-Apr-2025","702.45","694.95","714.70","693.50","708.60","709.40","707.48","69,72,769","4,93,31,08,829.55","1,43,787","25,24,310","36.20"
"INDUSINDBK","EQ","04-Apr-2025","709.40","701.00","704.90","675.65","684.70","682.00","685.61","96,27,949","6,60,10,61,804.90","1,70,564","39,95,489","41.50"
"INDUSINDBK","EQ","07-Apr-2025","682.00","637.00","678.65","637.00","678.50","675.90","663.53","93,82,614","6,22,56,26,784.45","1,75,319","34,72,374","37.01"
"INDUSINDBK","EQ","08-Apr-2025","675.90","684.90","695.90","673.00","685.55","679.65","681.63","56,39,989","3,84,43,78,457.70","1,32,629","21,88,335","38.80"
"INDUSINDBK","EQ","09-Apr-2025","679.65","679.65","683.30","670.25","678.30","678.55","677.98","42,43,562","2,87,70,37,654.20","1,06,130","18,69,995","44.07"
"INDUSINDBK","EQ","11-Apr-2025","678.55","684.95","694.00","675.50","693.00","689.50","682.95","50,19,467","3,42,80,26,541.55","1,78,907","24,17,028","48.15"
"INDUSINDBK","EQ","15-Apr-2025","689.50","705.00","741.00","693.05","735.50","735.90","726.95","1,24,52,925","9,05,26,04,452.20","2,28,154","45,21,428","36.31"
"INDUSINDBK","EQ","16-Apr-2025","735.90","747.00","794.40","733.00","785.50","788.25","771.92","3,12,52,589","24,12,43,97,629.75","4,19,648","83,57,157","26.74"
"INDUSINDBK","EQ","17-Apr-2025","788.25","788.25","801.00","777.30","792.70","794.70","791.88","1,39,86,710","11,07,58,01,344.00","2,25,534","52,35,374","37.43"
"INDUSINDBK","EQ","21-Apr-2025","794.70","802.00","841.90","798.35","826.95","828.20","826.36","1,56,39,685","12,92,40,27,624.00","2,51,321","54,99,164","35.16"
"INDUSINDBK","EQ","22-Apr-2025","828.20","790.00","808.00","775.40","788.55","787.50","793.03","2,56,98,945","20,38,00,71,681.95","4,09,669","88,93,773","34.61"
"INDUSINDBK","EQ","23-Apr-2025","787.50","797.45","805.00","782.00","793.00","794.20","793.97","1,06,57,940","8,46,21,32,566.70","1,85,205","34,32,759","32.21"
"INDUSINDBK","EQ","24-Apr-2025","794.20","795.00","837.50","793.30","819.35","819.75","823.90","2,25,77,201","18,60,14,68,625.05","3,06,159","61,16,348","27.09"
"INDUSINDBK","EQ","25-Apr-2025","819.75","822.00","829.00","807.35","820.00","822.35","820.55","1,17,24,192","9,62,02,80,799.15","1,99,413","37,66,798","32.13"
"INDUSINDBK","EQ","28-Apr-2025","822.35","828.00","841.80","821.05","830.50","830.55","831.53","69,29,801","5,76,23,23,995.80","1,19,146","22,48,891","32.45"
"INDUSINDBK","EQ","29-Apr-2025","830.55","841.95","852.00","828.55","837.50","836.95","839.07","87,69,289","7,35,80,50,027.50","1,54,246","27,16,555","30.98"
"INDUSINDBK","EQ","30-Apr-2025","836.95","820.00","843.10","810.05","833.00","838.40","825.85","2,02,41,775","16,71,66,53,985.60","2,65,011","79,91,490","39.48"
"INDUSINDBK","EQ","02-May-2025","838.40","835.00","863.50","833.10","850.50","853.00","853.57","90,74,101","7,74,54,16,059.90","1,57,808","28,24,920","31.13"
"INDUSINDBK","EQ","05-May-2025","853.00","855.00","862.00","840.55","848.15","846.75","847.64","78,75,811","6,67,58,32,630.30","1,39,401","37,50,829","47.62"
"INDUSINDBK","EQ","06-May-2025","846.75","846.75","851.25","821.90","833.90","831.80","833.75","1,00,40,705","8,37,14,71,901.35","1,31,351","52,84,338","52.63"
"INDUSINDBK","EQ","07-May-2025","831.80","827.00","842.00","816.10","830.60","833.80","830.10","94,32,595","7,83,00,00,578.50","1,56,666","46,92,700","49.75"
"INDUSINDBK","EQ","08-May-2025","833.80","835.00","844.25","816.00","816.65","826.80","828.65","1,32,90,700","11,01,34,01,526.15","1,75,673","76,46,127","57.53"
"INDUSINDBK","EQ","09-May-2025","826.80","805.50","826.45","805.50","817.50","818.20","818.13","50,74,137","4,15,13,16,494.85","98,032","23,39,919","46.11"
"INDUSINDBK","EQ","12-May-2025","818.20","835.00","838.00","786.00","790.00","788.50","802.04","1,45,73,162","11,68,82,37,990.30","2,37,496","51,38,523","35.26"
"INDUSINDBK","EQ","13-May-2025","788.50","794.00","804.00","769.05","770.00","770.10","780.24","1,08,48,937","8,46,47,83,765.75","2,10,993","47,36,570","43.66"
"INDUSINDBK","EQ","14-May-2025","770.10","775.00","786.40","764.55","781.95","781.35","774.94","91,64,606","7,10,20,17,857.75","1,72,774","36,07,955","39.37"
"INDUSINDBK","EQ","15-May-2025","781.35","778.00","782.65","757.85","780.00","780.50","774.91","73,50,633","5,69,60,81,514.40","1,74,654","22,26,100","30.28"
"INDUSINDBK","EQ","16-May-2025","780.50","750.00","785.50","750.00","784.70","780.20","767.39","2,71,68,178","20,84,86,18,062.00","3,20,489","1,10,04,453","40.50"
"INDUSINDBK","EQ","19-May-2025","780.20","779.90","791.95","770.30","782.45","784.05","782.34","71,93,105","5,62,74,46,487.95","1,12,148","21,40,602","29.76"
"INDUSINDBK","EQ","20-May-2025","784.05","785.00","799.70","780.05","782.00","782.25","789.07","66,37,953","5,23,77,82,119.15","1,15,771","25,56,046","38.51"
"INDUSINDBK","EQ","21-May-2025","782.25","783.00","786.70","761.00","766.80","769.95","770.46","81,34,620","6,26,73,77,044.25","1,17,340","26,11,346","32.10"
"INDUSINDBK","EQ","22-May-2025","769.95","750.00","796.70","725.80","783.50","785.00","772.94","4,34,77,564","33,60,55,84,192.95","5,95,363","99,30,945","22.84"
"INDUSINDBK","EQ","23-May-2025","785.00","781.10","799.20","777.30","792.60","793.40","788.99","92,60,373","7,30,63,58,794.00","1,23,977","27,53,350","29.73"
"INDUSINDBK","EQ","26-May-2025","793.40","793.35","802.00","790.75","800.75","800.10","797.53","53,81,797","4,29,21,39,769.70","91,505","20,07,730","37.31"
"INDUSINDBK","EQ","27-May-2025","800.10","798.60","827.60","798.00","821.00","820.70","817.21","1,03,46,628","8,45,53,90,002.80","1,88,943","27,57,768","26.65"
"INDUSINDBK","EQ","28-May-2025","820.70","820.50","820.70","802.90","804.90","805.15","811.94","53,08,859","4,31,04,84,126.45","1,02,860","22,51,257","42.41"
"INDUSINDBK","EQ","29-May-2025","805.15","805.15","827.00","803.05","825.00","824.15","817.66","87,91,159","7,18,81,94,082.45","1,27,666","33,69,220","38.33"
"INDUSINDBK","EQ","30-May-2025","824.15","821.10","823.85","811.00","818.45","816.95","816.19","56,30,146","4,59,52,93,212.85","93,436","29,03,246","51.57"
"INDUSINDBK","EQ","02-Jun-2025","816.95","815.00","824.80","809.55","812.05","812.70","815.74","40,94,000","3,33,96,22,159.50","71,709","20,30,735","49.60"
"INDUSINDBK","EQ","03-Jun-2025","812.70","818.45","818.45","798.15","799.95","800.85","806.78","32,41,313","2,61,50,28,279.00","78,731","12,90,664","39.82"
"INDUSINDBK","EQ","04-Jun-2025","800.85","807.80","815.45","803.00","815.20","814.35","811.26","38,77,545","3,14,56,97,502.60","71,769","22,11,145","57.02"
"INDUSINDBK","EQ","05-Jun-2025","814.35","817.00","818.50","800.30","803.05","803.20","806.20","33,66,237","2,71,38,44,659.25","62,005","16,51,502","49.06"
"INDUSINDBK","EQ","06-Jun-2025","803.20","807.00","845.85","805.00","824.00","822.85","824.42","1,09,16,786","8,99,99,88,309.80","1,60,750","36,18,835","33.15"
"INDUSINDBK","EQ","09-Jun-2025","822.85","831.25","840.00","821.50","836.00","836.65","834.02","68,94,267","5,74,99,56,610.90","1,31,404","31,74,433","46.04"
"INDUSINDBK","EQ","10-Jun-2025","836.65","838.00","857.35","836.00","844.25","845.05","848.32","1,01,62,134","8,62,07,81,364.90","1,10,423","58,29,662","57.37"
"INDUSINDBK","EQ","11-Jun-2025","845.05","845.25","851.40","834.45","836.00","836.30","842.89","23,59,273","1,98,86,14,067.00","51,725","8,76,313","37.14"
"INDUSINDBK","EQ","12-Jun-2025","836.30","837.00","843.15","826.00","827.00","829.90","833.87","27,42,462","2,28,68,49,506.30","68,596","10,07,765","36.75"
"INDUSINDBK","EQ","13-Jun-2025","829.90","819.00","826.80","813.05","818.50","816.85","819.36","31,64,561","2,59,29,03,269.60","75,845","12,46,992","39.40"
"INDUSINDBK","EQ","16-Jun-2025","816.85","817.05","824.80","810.25","820.15","821.25","818.74","22,86,257","1,87,18,46,065.95","49,085","7,53,648","32.96"
"INDUSINDBK","EQ","17-Jun-2025","821.25","820.00","820.95","806.05","810.30","809.15","811.22","23,43,961","1,90,14,62,117.55","49,299","8,32,579","35.52"
"INDUSINDBK","EQ","18-Jun-2025","809.15","818.05","855.50","815.55","847.10","850.50","844.79","2,08,26,809","17,59,42,20,843.80","2,76,108","33,28,159","15.98"
"INDUSINDBK","EQ","19-Jun-2025","850.50","847.00","849.60","835.45","835.50","837.50","840.66","43,63,823","3,66,85,12,559.05","82,216","18,78,558","43.05"
"INDUSINDBK","EQ","20-Jun-2025","837.50","835.50","847.75","829.00","844.00","840.25","840.20","2,09,61,217","17,61,15,77,843.25","1,07,654","1,63,65,251","78.07"
"INDUSINDBK","EQ","23-Jun-2025","840.25","835.20","845.00","826.50","838.90","839.90","837.22","31,91,499","2,67,20,01,399.15","67,632","10,26,991","32.18"
"INDUSINDBK","EQ","24-Jun-2025","839.90","851.00","852.00","823.80","831.45","831.95","834.70","54,82,589","4,57,63,18,161.10","1,07,461","15,06,682","27.48"
"INDUSINDBK","EQ","25-Jun-2025","831.95","834.00","838.80","828.00","829.30","829.80","832.21","49,46,637","4,11,66,43,052.30","66,533","25,67,367","51.90"
"INDUSINDBK","EQ","26-Jun-2025","829.80","834.90","840.50","824.50","834.70","836.10","833.02","44,51,922","3,70,85,45,510.20","78,280","13,60,497","30.56"
"INDUSINDBK","EQ","27-Jun-2025","836.10","836.00","881.00","831.50","860.30","857.70","859.14","1,26,47,856","10,86,62,52,369.35","1,82,245","51,08,623","40.39"
"INDUSINDBK","EQ","30-Jun-2025","857.70","864.75","875.75","857.70","873.00","872.10","868.31","43,53,159","3,77,99,01,241.20","81,951","11,88,946","27.31"
"INDUSINDBK","EQ","01-Jul-2025","872.10","870.10","892.80","866.05","879.90","879.10","880.28","57,29,474","5,04,35,39,010.50","98,489","17,91,026","31.26"
"INDUSINDBK","EQ","02-Jul-2025","879.10","875.50","875.50","847.70","856.75","857.65","856.85","1,01,83,147","8,72,54,39,555.45","1,65,014","30,52,937","29.98"
"INDUSINDBK","EQ","03-Jul-2025","857.65","849.00","866.00","845.55","861.95","862.40","859.95","38,55,070","3,31,51,67,112.25","68,669","10,32,535","26.78"
"INDUSINDBK","EQ","04-Jul-2025","862.40","857.10","863.90","849.40","854.50","856.25","856.55","26,58,812","2,27,73,96,846.05","61,071","8,16,865","30.72"
"INDUSINDBK","EQ","07-Jul-2025","856.25","847.00","866.95","845.20","854.50","854.45","857.41","32,95,065","2,82,52,19,593.50","69,210","8,06,330","24.47"
"INDUSINDBK","EQ","08-Jul-2025","854.45","855.00","862.90","848.45","851.80","850.30","854.45","23,44,400","2,00,31,69,942.10","67,714","8,95,885","38.21"
"INDUSINDBK","EQ","09-Jul-2025","850.30","851.75","854.90","839.55","842.00","840.75","846.12","24,06,142","2,03,58,92,421.45","55,404","11,44,974","47.59"
"INDUSINDBK","EQ","10-Jul-2025","840.75","845.00","855.70","840.95","853.90","852.85","848.85","25,60,806","2,17,37,39,531.75","56,511","9,07,179","35.43"
"INDUSINDBK","EQ","11-Jul-2025","852.85","852.00","867.70","849.60","858.30","858.85","858.47","38,49,544","3,30,47,07,010.25","62,302","15,17,416","39.42"
"INDUSINDBK","EQ","14-Jul-2025","858.85","858.80","873.50","857.45","865.95","867.60","866.39","36,05,770","3,12,40,15,129.75","95,721","15,60,895","43.29"
"INDUSINDBK","EQ","15-Jul-2025","867.60","871.00","886.75","869.65","881.50","881.00","879.41","35,32,750","3,10,67,39,901.30","75,097","11,77,802","33.34"
"INDUSINDBK","EQ","16-Jul-2025","881.00","876.00","888.95","876.00","878.25","879.75","882.18","28,63,446","2,52,60,76,977.55","54,383","10,42,179","36.40"
"INDUSINDBK","EQ","17-Jul-2025","879.75","879.75","890.90","862.75","863.00","865.10","871.92","41,85,118","3,64,90,87,597.70","72,452","15,72,698","37.58"
"INDUSINDBK","EQ","18-Jul-2025","865.10","866.00","876.45","861.25","874.00","870.05","869.48","26,22,714","2,28,04,00,097.30","62,092","7,15,936","27.30"
"INDUSINDBK","EQ","21-Jul-2025","870.05","870.05","870.05","830.60","851.00","858.80","847.77","67,65,856","5,73,59,18,924.85","1,09,196","14,45,806","21.37"
"INDUSINDBK","EQ","22-Jul-2025","858.80","880.00","884.65","841.10","848.95","843.20","853.18","76,86,762","6,55,81,58,212.15","1,19,617","24,51,033","31.89"
"INDUSINDBK","EQ","23-Jul-2025","843.20","849.00","854.00","841.80","851.25","851.15","848.73","26,23,940","2,22,70,09,754.20","58,250","9,50,210","36.21"
"INDUSINDBK","EQ","24-Jul-2025","851.15","855.25","860.80","845.00","847.90","847.90","852.39","20,06,984","1,71,07,37,901.65","41,919","4,23,939","21.12"
"INDUSINDBK","EQ","25-Jul-2025","847.90","846.40","848.40","821.40","825.50","823.70","829.59","28,05,230","2,32,71,87,973.80","69,948","8,20,976","29.27"
"INDUSINDBK","EQ","28-Jul-2025","823.70","825.00","828.75","798.00","799.60","802.05","815.09","59,22,408","4,82,73,05,016.30","1,04,947","26,97,527","45.55"
"INDUSINDBK","EQ","29-Jul-2025","802.05","800.00","818.85","790.00","813.80","808.20","804.42","1,67,66,666","13,48,74,01,593.15","1,96,381","81,60,572","48.67"
"INDUSINDBK","EQ","30-Jul-2025","808.20","811.00","814.80","795.55","801.95","801.90","803.47","32,18,643","2,58,60,94,091.05","67,762","12,05,156","37.44"
"INDUSINDBK","EQ","31-Jul-2025","801.90","795.60","806.00","789.10","798.00","798.90","798.75","44,80,429","3,57,87,32,303.70","81,608","23,78,272","53.08"
"INDUSINDBK","EQ","01-Aug-2025","798.90","792.50","798.65","779.70","783.95","783.70","788.26","47,39,250","3,73,57,65,154.35","91,979","21,02,288","44.36"
"INDUSINDBK","EQ","04-Aug-2025","783.70","783.00","805.60","781.00","802.95","804.05","796.63","29,80,888","2,37,46,76,247.60","59,610","13,06,808","43.84"
"INDUSINDBK","EQ","05-Aug-2025","804.05","820.00","848.70","810.05","817.40","819.15","827.11","1,89,82,770","15,70,08,27,420.05","2,25,558","49,79,787","26.23"
"INDUSINDBK","EQ","06-Aug-2025","819.15","822.00","822.00","795.40","803.00","803.35","806.18","52,49,912","4,23,23,97,708.05","1,11,064","20,59,409","39.23"
"INDUSINDBK","EQ","07-Aug-2025","803.35","801.85","810.00","789.10","808.60","807.35","800.33","25,53,303","2,04,34,84,349.30","50,476","7,21,960","28.28"
"INDUSINDBK","EQ","08-Aug-2025","807.35","806.60","808.50","779.00","780.55","782.45","792.17","24,90,574","1,97,29,47,818.40","64,214","7,89,675","31.71"
"INDUSINDBK","EQ","11-Aug-2025","782.45","784.50","790.10","777.85","784.80","783.25","783.66","16,29,229","1,27,67,65,827.65","46,572","3,09,418","18.99"
"INDUSINDBK","EQ","12-Aug-2025","783.25","784.05","791.35","780.80","782.00","783.05","785.60","14,62,522","1,14,89,59,181.35","46,506","3,62,027","24.75"
"INDUSINDBK","EQ","13-Aug-2025","783.05","787.00","787.80","766.70","773.20","773.45","774.43","41,14,205","3,18,61,54,965.30","87,942","16,76,930","40.76"
"INDUSINDBK","EQ","14-Aug-2025","773.45","773.45","779.80","765.70","769.75","769.75","772.31","18,59,573","1,43,61,68,646.00","41,390","5,77,565","31.06"
"INDUSINDBK","EQ","18-Aug-2025","769.75","777.50","795.90","777.50","787.50","788.65","789.49","30,29,689","2,39,19,12,566.70","51,211","13,37,946","44.16"
"INDUSINDBK","EQ","19-Aug-2025","788.65","787.25","790.70","780.85","786.00","785.50","785.56","28,07,872","2,20,57,64,978.05","59,031","14,63,427","52.12"
"INDUSINDBK","EQ","20-Aug-2025","785.50","786.45","790.20","777.00","778.00","778.20","781.22","23,32,155","1,82,19,31,961.50","42,986","11,63,540","49.89"
"INDUSINDBK","EQ","21-Aug-2025","778.20","781.00","781.85","766.50","767.60","767.45","770.41","33,24,022","2,56,08,72,635.75","70,042","15,11,871","45.48"
